order_id,carrier,ship_ts,estimated_delivery_date,delivered_ts,delivery_status
ORD000001541,XpressBees,2023-06-24 20:26:08,2023-06-28,2023-06-30 20:26:08,delivered
ORD000001542,XpressBees,2024-10-28 07:09:51,2024-10-30,2024-10-31 07:09:51,delivered
ORD000001543,Shadowfax,2023-01-14 21:27:43,2023-01-17,2023-01-19 21:27:43,delivered
ORD000001544,XpressBees,2024-10-26 16:44:17,2024-10-29,2024-10-31 16:44:17,delivered
ORD000001545,BlueDart,2023-02-02 11:14:36,2023-02-04,2023-02-06 11:14:36,delivered
ORD000001546,XpressBees,2024-10-04 07:38:39,2024-10-08,2024-10-10 07:38:39,delivered
ORD000001549,IndiaPost,2024-09-14 19:03:05,2024-09-16,2024-09-19 19:03:05,delivered
ORD000001550,Delhivery,2023-08-07 14:44:00,2023-08-12,2023-08-14 14:44:00,delivered
ORD000001551,IndiaPost,2024-10-25 10:54:35,2024-10-28,2024-10-28 10:54:35,delivered
ORD000001552,BlueDart,2024-08-04 08:09:21,2024-08-06,2024-08-07 08:09:21,delivered
ORD000001553,Shadowfax,2024-12-27 02:10:48,2024-12-30,2024-12-29 02:10:48,delivered
ORD000001554,BlueDart,2024-10-06 20:56:16,2024-10-09,,in_transit
ORD000001555,XpressBees,2023-07-26 21:59:36,2023-07-29,2023-07-30 21:59:36,delivered
ORD000001556,Delhivery,2023-11-04 15:23:28,2023-11-07,2023-11-06 15:23:28,delivered
ORD000001557,Delhivery,2024-06-17 13:39:48,2024-06-23,,delivered
ORD000001558,Ekart,2023-09-29 20:08:21,2023-10-03,2023-10-02 20:08:21,delivered
ORD000001559,IndiaPost,2024-02-06 22:58:43,2024-02-09,2024-02-10 22:58:43,delivered
ORD000001560,BlueDart,2023-07-23 03:54:33,2023-07-28,2023-07-31 03:54:33,delivered
ORD000001561,Ekart,2024-05-18 23:59:09,2024-05-20,2024-05-22 23:59:09,delivered
ORD000001563,Delhivery,2023-02-13 23:30:15,2023-02-17,2023-02-20 23:30:15,delivered
ORD000001564,XpressBees,2024-12-20 02:55:39,2024-12-21,2024-12-22 02:55:39,delivered
ORD000001565,IndiaPost,2024-10-10 18:03:58,2024-10-11,2024-10-14 18:03:58,delivered
ORD000001566,IndiaPost,2023-09-19 02:59:34,2023-09-21,2023-09-22 02:59:34,delivered
ORD000001567,Shadowfax,2023-04-19 10:18:00,2023-04-21,2023-04-21 10:18:00,delivered
ORD000001569,Shadowfax,2023-07-09 09:42:14,2023-07-11,2023-07-13 09:42:14,delivered
ORD000001571,BlueDart,2024-08-26 19:10:40,2024-08-30,2024-08-31 19:10:40,delivered
ORD000001573,BlueDart,2023-09-02 13:42:36,2023-09-04,2023-09-05 13:42:36,delivered
ORD000001574,Delhivery,2023-02-20 12:06:34,2023-02-22,2023-02-25 12:06:34,delivered
ORD000001575,IndiaPost,2023-10-02 12:53:46,2023-10-05,2023-10-05 12:53:46,delivered
ORD000001576,IndiaPost,2024-03-22 07:32:22,2024-03-24,2024-03-27 07:32:22,delivered
ORD000001577,XpressBees,2023-05-12 04:54:59,2023-05-16,2023-05-18 04:54:59,delivered
ORD000001578,IndiaPost,2024-12-06 22:47:46,2024-12-11,2024-12-11 22:47:46,delivered
ORD000001579,XpressBees,2024-07-08 13:56:01,2024-07-12,2024-07-12 13:56:01,delivered
ORD000001580,IndiaPost,2023-06-24 07:37:01,2023-06-29,2023-06-29 07:37:01,delivered
ORD000001581,IndiaPost,2024-01-22 18:48:41,2024-01-26,2024-01-27 18:48:41,delivered
ORD000001582,XpressBees,2023-10-30 10:19:49,2023-11-05,2023-11-08 10:19:49,delivered
ORD000001583,Ekart,2023-10-27 02:21:56,2023-10-28,2023-11-02 02:21:56,delivered
ORD000001584,XpressBees,2024-02-18 16:27:35,2024-02-25,2024-02-27 16:27:35,delivered
ORD000001586,IndiaPost,2023-07-03 18:49:53,2023-07-06,2023-07-06 18:49:53,delivered
ORD000001588,Shadowfax,2023-05-28 16:59:19,2023-06-01,2023-06-03 16:59:19,delivered
ORD000001589,Ekart,2024-05-11 06:08:12,2024-05-13,2024-05-15 06:08:12,delivered
ORD000001590,Delhivery,2024-12-31 06:41:33,2025-01-02,2025-01-02 06:41:33,delivered
ORD000001591,Shadowfax,2024-05-07 14:19:28,2024-05-10,2024-05-13 14:19:28,delivered
ORD000001593,Shadowfax,2024-03-04 17:29:14,2024-03-07,2024-03-08 17:29:14,delivered
ORD000001594,Ekart,2023-09-02 00:11:06,2023-09-06,2023-09-06 00:11:06,delivered
ORD000001595,Delhivery,2024-10-23 07:13:50,2024-10-27,2024-10-26 07:13:50,delivered
ORD000001596,Shadowfax,2023-02-24 12:44:31,2023-02-26,2023-03-04 12:44:31,delivered
ORD000001597,Ekart,2023-03-28 16:32:07,2023-03-30,2023-04-02 16:32:07,delivered
ORD000001598,Delhivery,2024-12-01 06:22:40,2024-12-08,2024-12-08 06:22:40,delivered
ORD000001600,Shadowfax,2024-11-15 23:10:13,2024-11-23,2024-11-22 23:10:13,delivered
ORD000001601,BlueDart,2023-04-22 17:13:17,2023-04-24,2023-04-29 17:13:17,delivered
ORD000001602,IndiaPost,2024-08-18 11:01:46,2024-08-20,2024-08-19 11:01:46,delivered
ORD000001603,XpressBees,2023-07-21 09:34:39,2023-07-23,2023-07-23 09:34:39,delivered
ORD000001604,Delhivery,2023-10-09 08:47:51,2023-10-11,2023-10-12 08:47:51,delivered
ORD000001605,BlueDart,2024-10-31 17:51:24,2024-11-02,2024-11-02 17:51:24,delivered
ORD000001606,XpressBees,2023-11-04 09:15:40,2023-11-09,2023-11-09 09:15:40,delivered
ORD000001607,IndiaPost,2024-05-24 20:23:24,2024-05-27,2024-05-27 20:23:24,delivered
ORD000001608,BlueDart,2024-10-27 17:14:03,2024-10-30,2024-11-01 17:14:03,delivered
ORD000001609,IndiaPost,2024-10-22 09:56:56,2024-10-25,,in_transit
ORD000001610,Ekart,2023-01-04 05:32:17,2023-01-07,2023-01-08 05:32:17,delivered
ORD000001611,BlueDart,2023-05-13 15:31:04,2023-05-17,2023-05-16 15:31:04,delivered
ORD000001612,IndiaPost,2024-11-06 19:36:46,2024-11-08,2024-11-11 19:36:46,delivered
ORD000001613,IndiaPost,2024-02-21 00:11:31,2024-02-23,2024-02-24 00:11:31,delivered
ORD000001614,IndiaPost,2023-12-26 06:49:40,2023-12-31,2023-12-31 06:49:40,delivered
ORD000001615,BlueDart,2023-02-21 13:05:35,2023-02-24,2023-02-22 13:05:35,delivered
ORD000001616,XpressBees,2023-01-19 01:19:41,2023-01-22,2023-01-25 01:19:41,delivered
ORD000001617,XpressBees,2024-12-07 10:43:56,2024-12-09,2024-12-09 10:43:56,delivered
ORD000001618,Ekart,2023-12-25 03:37:48,2023-12-27,,in_transit
ORD000001619,IndiaPost,2024-09-02 23:42:03,2024-09-08,2024-09-06 23:42:03,delivered
ORD000001620,Delhivery,2023-07-08 19:19:48,2023-07-12,2023-07-13 19:19:48,delivered
ORD000001621,XpressBees,2023-07-24 08:47:26,2023-07-25,2023-07-27 08:47:26,delivered
ORD000001622,Shadowfax,2024-02-18 08:12:06,2024-02-26,,delivered
ORD000001623,Ekart,2024-10-24 05:00:18,2024-10-27,2024-10-26 05:00:18,delivered
ORD000001624,BlueDart,2023-09-06 00:16:58,2023-09-09,2023-09-10 00:16:58,delivered
ORD000001625,IndiaPost,2023-10-05 19:22:21,2023-10-10,2023-10-10 19:22:21,delivered
ORD000001626,Ekart,2024-02-11 18:06:39,2024-02-12,2024-02-16 18:06:39,delivered
ORD000001627,BlueDart,2023-01-31 20:45:53,2023-02-03,2023-02-03 20:45:53,delivered
ORD000001628,IndiaPost,2023-10-26 08:02:08,2023-10-27,2023-10-28 08:02:08,delivered
ORD000001629,Ekart,2024-02-15 14:12:36,2024-02-18,2024-02-18 14:12:36,delivered
ORD000001630,Shadowfax,2023-01-04 03:16:12,2023-01-08,2023-01-11 03:16:12,delivered
ORD000001631,Delhivery,2024-04-26 11:25:07,2024-04-28,2024-04-28 11:25:07,delivered
ORD000001632,IndiaPost,2023-02-10 00:54:42,2023-02-12,2023-02-12 00:54:42,delivered
ORD000001633,Delhivery,2024-07-07 22:54:38,2024-07-10,2024-07-10 22:54:38,delivered
ORD000001634,BlueDart,2024-09-16 18:28:40,2024-09-20,2024-09-21 18:28:40,delivered
ORD000001635,Shadowfax,2024-10-08 03:56:18,2024-10-13,2024-10-17 03:56:18,delivered
ORD000001636,Shadowfax,2024-05-27 03:40:58,2024-05-31,2024-06-02 03:40:58,delivered
ORD000001637,XpressBees,2024-02-19 13:05:02,2024-02-26,2024-02-27 13:05:02,delivered
ORD000001638,Delhivery,2023-09-21 20:16:13,2023-09-24,2023-09-25 20:16:13,delivered
ORD000001639,Ekart,2023-11-12 13:02:11,2023-11-13,2023-11-16 13:02:11,delivered
ORD000001640,IndiaPost,2023-03-13 13:55:00,2023-03-16,2023-03-15 13:55:00,delivered
ORD000001641,IndiaPost,2024-06-25 03:32:22,2024-06-28,2024-06-29 03:32:22,delivered
ORD000001642,BlueDart,2023-01-18 08:27:35,2023-01-20,2023-01-26 08:27:35,delivered
ORD000001643,IndiaPost,2023-11-05 15:04:24,2023-11-07,2023-11-11 15:04:24,delivered
ORD000001644,Delhivery,2024-01-04 01:31:10,2024-01-06,2024-01-11 01:31:10,delivered
ORD000001645,XpressBees,2024-05-08 04:38:32,2024-05-10,2024-05-13 04:38:32,delivered
ORD000001646,Ekart,2023-10-10 04:27:53,2023-10-11,2023-10-19 04:27:53,delivered
ORD000001647,IndiaPost,2023-11-28 05:21:25,2023-12-01,2023-12-02 05:21:25,delivered
ORD000001648,Shadowfax,2024-03-13 07:01:28,2024-03-17,2024-03-17 07:01:28,delivered
ORD000001649,IndiaPost,2024-11-11 08:52:54,2024-11-13,2024-11-15 08:52:54,delivered
ORD000001651,Ekart,2023-08-06 19:20:48,2023-08-10,2023-08-11 19:20:48,delivered
ORD000001652,XpressBees,2024-10-10 07:29:17,2024-10-15,2024-10-18 07:29:17,delivered
ORD000001653,BlueDart,2023-02-13 08:16:30,2023-02-15,2023-02-17 08:16:30,delivered
ORD000001654,IndiaPost,2023-08-22 07:38:58,2023-08-25,2023-08-26 07:38:58,delivered
ORD000001655,IndiaPost,2023-04-01 20:48:12,2023-04-04,2023-04-04 20:48:12,delivered
ORD000001656,Ekart,2023-12-02 19:55:15,2023-12-03,2023-12-05 19:55:15,delivered
ORD000001657,Shadowfax,2024-04-25 21:50:39,2024-04-29,2024-05-01 21:50:39,delivered
ORD000001659,XpressBees,2024-09-25 06:12:00,2024-09-27,2024-09-28 06:12:00,delivered
ORD000001660,Ekart,2024-02-25 08:00:46,2024-02-27,,in_transit
ORD000001661,BlueDart,2023-07-19 05:51:24,2023-07-23,2023-07-23 05:51:24,delivered
ORD000001662,IndiaPost,2024-01-29 12:35:20,2024-01-30,2024-02-01 12:35:20,delivered
ORD000001663,Delhivery,2024-07-21 09:00:43,2024-07-24,2024-07-25 09:00:43,delivered
ORD000001664,XpressBees,2024-01-02 21:06:04,2024-01-06,,delivered
ORD000001665,BlueDart,2023-11-27 12:10:05,2023-11-28,2023-12-01 12:10:05,delivered
ORD000001666,BlueDart,2024-01-22 10:44:02,2024-01-25,,in_transit
ORD000001667,BlueDart,2024-02-08 08:55:55,2024-02-09,2024-02-13 08:55:55,delivered
ORD000001668,XpressBees,2023-09-25 10:35:02,2023-09-27,,in_transit
ORD000001669,Delhivery,2024-10-13 17:48:37,2024-10-16,2024-10-18 17:48:37,delivered
ORD000001670,XpressBees,2023-06-27 01:25:22,2023-06-29,2023-07-02 01:25:22,delivered
ORD000001671,Shadowfax,2023-01-26 19:09:52,2023-02-02,2023-02-07 19:09:52,delivered
ORD000001672,IndiaPost,2024-07-26 00:23:34,2024-07-28,2024-07-29 00:23:34,delivered
ORD000001673,Ekart,2024-10-08 22:26:27,2024-10-11,2024-10-09 22:26:27,delivered
ORD000001674,BlueDart,2024-04-30 23:31:47,2024-05-04,2024-05-09 23:31:47,delivered
ORD000001675,Shadowfax,2023-12-20 18:04:50,2023-12-22,,in_transit
ORD000001676,IndiaPost,2024-12-26 06:52:34,2024-12-27,2024-12-29 06:52:34,delivered
ORD000001677,IndiaPost,2023-10-22 08:37:23,2023-10-30,2023-11-01 08:37:23,delivered
ORD000001678,XpressBees,2023-11-03 00:20:02,2023-11-04,2023-11-07 00:20:02,delivered
ORD000001679,Ekart,2024-03-15 15:14:35,2024-03-21,2024-03-21 15:14:35,delivered
ORD000001680,IndiaPost,2023-11-17 01:21:26,2023-11-20,2023-11-23 01:21:26,delivered
ORD000001681,BlueDart,2024-02-14 04:04:17,2024-02-17,2024-02-18 04:04:17,delivered
ORD000001682,Ekart,2024-12-17 01:17:51,2024-12-25,2024-12-26 01:17:51,delivered
ORD000001685,XpressBees,2023-11-11 13:24:48,2023-11-14,2023-11-17 13:24:48,delivered
ORD000001686,XpressBees,2024-01-04 01:02:23,2024-01-06,2024-01-08 01:02:23,delivered
ORD000001687,Ekart,2024-06-30 23:03:10,2024-07-06,2024-07-05 23:03:10,delivered
ORD000001688,IndiaPost,2024-12-08 15:06:45,2024-12-11,2024-12-14 15:06:45,delivered
ORD000001689,IndiaPost,2024-06-09 00:28:46,2024-06-12,2024-06-11 00:28:46,delivered
ORD000001690,BlueDart,2024-12-29 18:24:52,2025-01-01,2024-12-31 18:24:52,delivered
ORD000001691,BlueDart,2023-07-31 13:20:20,2023-08-03,2023-08-04 13:20:20,delivered
ORD000001692,Shadowfax,2023-06-28 03:59:32,2023-06-30,2023-07-03 03:59:32,delivered
ORD000001693,Ekart,2023-09-21 02:38:20,2023-09-23,2023-09-23 02:38:20,delivered
ORD000001694,XpressBees,2024-09-05 06:50:14,2024-09-06,2024-09-08 06:50:14,delivered
ORD000001695,IndiaPost,2023-06-08 08:20:04,2023-06-12,2023-06-19 08:20:04,delivered
ORD000001696,Delhivery,2023-06-18 03:08:09,2023-06-20,2023-06-22 03:08:09,delivered
ORD000001697,Delhivery,2023-11-04 12:05:06,2023-11-07,2023-11-09 12:05:06,delivered
ORD000001698,XpressBees,2023-09-30 16:39:17,2023-10-03,2023-10-05 16:39:17,delivered
ORD000001699,BlueDart,2024-05-04 22:22:38,2024-05-12,2024-05-13 22:22:38,delivered
ORD000001700,Ekart,2024-10-29 08:30:17,2024-10-31,2024-11-01 08:30:17,delivered
ORD000001701,BlueDart,2023-04-28 00:15:09,2023-05-04,2023-05-07 00:15:09,delivered
ORD000001702,IndiaPost,2024-02-06 05:41:15,2024-02-08,,in_transit
ORD000001703,BlueDart,2023-03-14 06:03:12,2023-03-19,,in_transit
ORD000001704,IndiaPost,2023-07-09 10:16:52,2023-07-17,2023-07-16 10:16:52,delivered
ORD000001705,IndiaPost,2023-09-24 02:11:34,2023-09-26,,in_transit
ORD000001706,XpressBees,2024-03-05 03:43:53,2024-03-08,2024-03-07 03:43:53,delivered
ORD000001707,XpressBees,2024-02-13 22:08:58,2024-02-15,2024-02-15 22:08:58,delivered
ORD000001708,Ekart,2024-04-29 23:13:39,2024-05-07,2024-05-07 23:13:39,delivered
ORD000001709,Shadowfax,2024-10-01 05:26:57,2024-10-05,2024-10-07 05:26:57,delivered
ORD000001710,Ekart,2023-06-10 03:25:54,2023-06-16,2023-06-19 03:25:54,delivered
ORD000001711,IndiaPost,2024-07-28 00:39:18,2024-07-30,2024-07-30 00:39:18,delivered
ORD000001712,IndiaPost,2024-05-20 14:04:45,2024-05-23,2024-05-22 14:04:45,delivered
ORD000001713,Shadowfax,2023-03-06 14:45:27,2023-03-10,2023-03-10 14:45:27,delivered
ORD000001714,BlueDart,2023-10-10 10:43:46,2023-10-12,2023-10-13 10:43:46,delivered
ORD000001716,BlueDart,2023-03-17 01:43:47,2023-03-19,2023-03-22 01:43:47,delivered
ORD000001718,Delhivery,2023-07-28 15:09:25,2023-07-30,2023-08-01 15:09:25,delivered
ORD000001719,XpressBees,2024-10-31 20:34:22,2024-11-04,2024-11-03 20:34:22,delivered
ORD000001720,Delhivery,2024-10-29 03:22:45,2024-11-02,2024-11-04 03:22:45,delivered
ORD000001721,Shadowfax,2024-03-04 10:19:09,2024-03-06,2024-03-08 10:19:09,delivered
ORD000001722,XpressBees,2024-07-19 21:24:55,2024-07-24,2024-07-24 21:24:55,delivered
ORD000001723,IndiaPost,2025-01-01 07:22:13,2025-01-03,2025-01-04 07:22:13,delivered
ORD000001724,BlueDart,2023-11-05 04:41:47,2023-11-07,2023-11-12 04:41:47,delivered
ORD000001725,IndiaPost,2024-01-16 11:13:49,2024-01-18,2024-01-21 11:13:49,delivered
ORD000001726,Ekart,2024-05-08 02:54:14,2024-05-11,2024-05-11 02:54:14,delivered
ORD000001727,BlueDart,2024-11-07 08:53:27,2024-11-11,2024-11-16 08:53:27,delivered
ORD000001728,XpressBees,2024-09-12 15:52:19,2024-09-17,,delivered
ORD000001729,BlueDart,2023-02-21 21:31:03,2023-02-23,2023-02-26 21:31:03,delivered
ORD000001730,IndiaPost,2024-06-30 19:43:53,2024-07-04,2024-07-01 19:43:53,delivered
ORD000001731,Ekart,2023-08-04 23:54:10,2023-08-07,2023-08-07 23:54:10,delivered
ORD000001732,IndiaPost,2023-08-06 11:39:22,2023-08-12,2023-08-03 11:39:22,delivered
ORD000001733,Delhivery,2024-02-07 23:40:00,2024-02-09,2024-02-10 23:40:00,delivered
ORD000001734,Ekart,2024-06-15 16:17:23,2024-06-19,2024-06-18 16:17:23,delivered
ORD000001737,BlueDart,2024-07-03 02:46:18,2024-07-07,2024-07-10 02:46:18,delivered
ORD000001738,IndiaPost,2023-05-09 22:03:27,2023-05-16,2023-05-20 22:03:27,delivered
ORD000001740,Delhivery,2023-12-09 21:47:24,2023-12-16,2023-12-21 21:47:24,delivered
ORD000001741,Shadowfax,2024-03-11 18:28:29,2024-03-14,2024-03-18 18:28:29,delivered
ORD000001742,Delhivery,2023-03-07 19:55:40,2023-03-10,2023-03-14 19:55:40,delivered
ORD000001743,IndiaPost,2024-12-07 02:45:56,2024-12-10,,in_transit
ORD000001744,Ekart,2024-11-04 00:33:56,2024-11-06,2024-11-07 00:33:56,delivered
ORD000001745,IndiaPost,2023-06-11 09:50:10,2023-06-14,2023-06-13 09:50:10,delivered
ORD000001747,IndiaPost,2024-09-09 12:33:12,2024-09-13,2024-09-14 12:33:12,delivered
ORD000001748,Ekart,2023-04-14 07:04:01,2023-04-15,2023-04-18 07:04:01,delivered
ORD000001749,IndiaPost,2024-03-04 04:30:33,2024-03-07,2024-03-07 04:30:33,delivered
ORD000001750,XpressBees,2024-10-12 00:20:20,2024-10-19,2024-10-19 00:20:20,delivered
ORD000001751,BlueDart,2024-01-05 16:19:35,2024-01-06,2024-01-10 16:19:35,delivered
ORD000001752,Shadowfax,2024-11-11 21:53:06,2024-11-13,2024-11-15 21:53:06,delivered
ORD000001753,IndiaPost,2023-02-07 02:40:35,2023-02-09,2023-02-09 02:40:35,delivered
ORD000001754,BlueDart,2024-11-06 23:48:59,2024-11-08,2024-11-08 23:48:59,delivered
ORD000001755,Shadowfax,2024-12-25 02:49:14,2024-12-28,2024-12-28 02:49:14,delivered
ORD000001756,Shadowfax,2023-05-13 02:30:56,2023-05-16,2023-05-17 02:30:56,delivered
ORD000001758,Ekart,2024-04-11 02:14:00,2024-04-13,2024-04-17 02:14:00,delivered
ORD000001761,XpressBees,2023-10-06 22:07:00,2023-10-09,2023-10-08 22:07:00,delivered
ORD000001762,IndiaPost,2024-09-12 23:14:00,2024-09-15,2024-09-16 23:14:00,delivered
ORD000001763,Ekart,2023-11-04 14:40:47,2023-11-07,2023-11-06 14:40:47,delivered
ORD000001764,Ekart,2024-03-28 01:00:00,2024-04-02,2024-03-31 01:00:00,delivered
ORD000001766,IndiaPost,2024-12-22 22:25:04,2024-12-26,2024-12-19 22:25:04,delivered
ORD000001767,Ekart,2023-04-30 20:41:28,2023-05-02,2023-05-07 20:41:28,delivered
ORD000001768,Delhivery,2024-12-02 19:04:30,2024-12-07,2024-12-06 19:04:30,delivered
ORD000001769,BlueDart,2024-02-22 03:33:05,2024-02-28,2024-03-02 03:33:05,delivered
ORD000001770,Shadowfax,2024-11-01 18:58:56,2024-11-10,2024-11-07 18:58:56,delivered
ORD000001771,IndiaPost,2023-04-08 23:21:14,2023-04-13,2023-04-14 23:21:14,delivered
ORD000001772,Delhivery,2024-04-28 21:48:57,2024-05-01,2024-05-02 21:48:57,delivered
ORD000001773,BlueDart,2024-10-07 15:32:32,2024-10-10,2024-10-09 15:32:32,delivered
ORD000001774,BlueDart,2024-09-04 11:14:14,2024-09-08,2024-09-09 11:14:14,delivered
ORD000001777,Delhivery,2023-04-08 08:45:35,2023-04-10,2023-04-12 08:45:35,delivered
ORD000001778,BlueDart,2023-05-10 00:43:24,2023-05-13,2023-05-11 00:43:24,delivered
ORD000001779,XpressBees,2024-06-24 23:00:16,2024-06-27,2024-06-29 23:00:16,delivered
ORD000001780,Ekart,2024-12-09 00:48:09,2024-12-13,2024-12-17 00:48:09,delivered
ORD000001781,Shadowfax,2024-04-24 01:52:25,2024-04-26,2024-04-28 01:52:25,delivered
ORD000001782,IndiaPost,2023-03-27 01:11:00,2023-04-01,,in_transit
ORD000001783,IndiaPost,2023-07-29 07:23:09,2023-07-31,2023-08-04 07:23:09,delivered
ORD000001785,XpressBees,2023-04-16 17:27:11,2023-04-18,2023-04-20 17:27:11,delivered
ORD000001786,Delhivery,2024-10-11 12:16:40,2024-10-13,2024-10-12 12:16:40,delivered
ORD000001787,IndiaPost,2023-06-15 00:32:30,2023-06-19,2023-06-22 00:32:30,delivered
ORD000001788,Shadowfax,2023-04-19 13:49:12,2023-04-23,2023-04-16 13:49:12,delivered
ORD000001789,Ekart,2024-07-13 00:28:07,2024-07-16,2024-07-19 00:28:07,delivered
ORD000001790,BlueDart,2023-04-17 07:58:40,2023-04-22,,in_transit
ORD000001791,Shadowfax,2023-11-04 15:33:19,2023-11-12,2023-11-12 15:33:19,delivered
ORD000001792,Shadowfax,2024-01-10 21:46:33,2024-01-18,2024-01-21 21:46:33,delivered
ORD000001793,Shadowfax,2023-03-08 04:02:12,2023-03-09,2023-03-10 04:02:12,delivered
ORD000001794,Ekart,2024-02-14 12:54:07,2024-02-18,2024-02-20 12:54:07,delivered
ORD000001795,Ekart,2023-12-25 16:28:34,2023-12-29,,in_transit
ORD000001796,Shadowfax,2024-05-23 15:13:08,2024-05-27,2024-05-27 15:13:08,delivered
ORD000001797,Shadowfax,2023-07-07 13:34:23,2023-07-09,2023-07-10 13:34:23,delivered
ORD000001798,BlueDart,2023-10-14 05:43:24,2023-10-19,2023-10-21 05:43:24,delivered
ORD000001799,Delhivery,2024-05-15 14:17:53,2024-05-17,2024-05-18 14:17:53,delivered
ORD000001800,BlueDart,2023-01-27 05:30:07,2023-01-30,2023-01-29 05:30:07,delivered
ORD000001801,Ekart,2023-04-07 07:58:09,2023-04-15,,delivered
ORD000001802,Shadowfax,2023-09-01 09:38:28,2023-09-04,2023-09-05 09:38:28,delivered
ORD000001803,Shadowfax,2023-03-30 12:12:18,2023-04-01,2023-04-06 12:12:18,delivered
ORD000001804,IndiaPost,2023-01-29 23:07:04,2023-02-02,2023-02-02 23:07:04,delivered
ORD000001805,Delhivery,2024-12-29 18:29:48,2024-12-31,2025-01-01 18:29:48,delivered
ORD000001806,XpressBees,2023-12-07 12:01:14,2023-12-11,2023-12-11 12:01:14,delivered
ORD000001807,BlueDart,2024-01-27 01:43:43,2024-01-28,2024-01-31 01:43:43,delivered
ORD000001808,IndiaPost,2023-08-07 21:42:31,2023-08-10,2023-08-10 21:42:31,delivered
ORD000001809,Ekart,2023-01-04 00:51:04,2023-01-11,2023-01-12 00:51:04,delivered
ORD000001810,XpressBees,2024-08-03 20:38:36,2024-08-06,2024-08-09 20:38:36,delivered
ORD000001811,IndiaPost,2024-07-11 09:18:49,2024-07-15,2024-07-17 09:18:49,delivered
ORD000001813,Ekart,2023-01-15 22:58:59,2023-01-17,2023-01-18 22:58:59,delivered
ORD000001814,Shadowfax,2023-04-26 11:48:02,2023-04-30,2023-05-02 11:48:02,delivered
ORD000001815,BlueDart,2024-06-30 20:18:54,2024-07-04,2024-07-04 20:18:54,delivered
ORD000001816,Ekart,2023-10-05 07:38:40,2023-10-10,2023-10-11 07:38:40,delivered
ORD000001817,XpressBees,2023-02-21 17:44:22,2023-02-24,2023-02-27 17:44:22,delivered
ORD000001818,IndiaPost,2023-09-17 11:26:17,2023-09-24,2023-10-01 11:26:17,delivered
ORD000001819,Ekart,2023-03-15 07:30:49,2023-03-17,2023-03-19 07:30:49,delivered
ORD000001820,BlueDart,2024-10-08 12:46:44,2024-10-15,2024-10-17 12:46:44,delivered
ORD000001821,Delhivery,2024-10-25 08:48:53,2024-10-26,2024-10-28 08:48:53,delivered
ORD000001822,Shadowfax,2024-04-26 00:46:46,2024-04-27,2024-04-28 00:46:46,delivered
ORD000001823,Delhivery,2023-10-26 13:33:47,2023-10-30,2023-10-27 13:33:47,delivered
ORD000001824,Ekart,2024-08-18 23:36:56,2024-08-21,2024-08-22 23:36:56,delivered
ORD000001825,XpressBees,2024-04-22 09:42:48,2024-04-23,2024-04-28 09:42:48,delivered
ORD000001826,Shadowfax,2024-09-09 13:26:24,2024-09-11,2024-09-15 13:26:24,delivered
ORD000001827,Delhivery,2024-01-06 07:01:56,2024-01-11,2024-01-10 07:01:56,delivered
ORD000001828,Shadowfax,2024-12-11 12:31:56,2024-12-12,2024-12-15 12:31:56,delivered
ORD000001829,Delhivery,2023-09-06 22:09:40,2023-09-12,2023-09-13 22:09:40,delivered
ORD000001830,Shadowfax,2024-03-27 12:22:49,2024-03-29,,in_transit
ORD000001831,BlueDart,2024-09-22 11:25:18,2024-09-25,2024-09-26 11:25:18,delivered
ORD000001832,BlueDart,2024-10-28 06:46:48,2024-11-01,2024-10-30 06:46:48,delivered
ORD000001833,IndiaPost,2024-11-30 14:59:54,2024-12-03,2024-12-03 14:59:54,delivered
ORD000001834,BlueDart,2023-10-30 18:25:53,2023-11-02,2023-11-04 18:25:53,delivered
ORD000001835,Delhivery,2024-06-18 10:23:32,2024-06-22,2024-06-25 10:23:32,delivered
ORD000001836,BlueDart,2023-09-08 03:32:25,2023-09-09,2023-09-11 03:32:25,delivered
ORD000001837,Delhivery,2024-05-06 19:35:38,2024-05-08,2024-05-10 19:35:38,delivered
ORD000001838,BlueDart,2023-06-06 06:38:08,2023-06-09,2023-06-09 06:38:08,delivered
ORD000001839,XpressBees,2023-11-09 02:23:25,2023-11-13,2023-11-13 02:23:25,delivered
ORD000001840,IndiaPost,2024-11-06 16:41:58,2024-11-10,2024-11-11 16:41:58,delivered
ORD000001841,BlueDart,2024-09-24 17:31:23,2024-09-26,2024-09-28 17:31:23,delivered
ORD000001842,Delhivery,2023-12-31 16:48:20,2024-01-03,2024-01-03 16:48:20,delivered
ORD000001844,Shadowfax,2023-10-31 16:30:39,2023-11-02,2023-11-01 16:30:39,delivered
ORD000001845,IndiaPost,2023-04-28 12:52:46,2023-04-30,2023-04-29 12:52:46,delivered
ORD000001847,IndiaPost,2024-11-03 17:50:23,2024-11-05,2024-11-06 17:50:23,delivered
ORD000001848,BlueDart,2023-12-30 03:47:17,2024-01-01,2024-01-03 03:47:17,delivered
ORD000001849,BlueDart,2023-03-15 12:32:12,2023-03-18,2023-03-19 12:32:12,delivered
ORD000001850,IndiaPost,2024-07-04 05:40:48,2024-07-07,2024-07-09 05:40:48,delivered
ORD000001851,Ekart,2023-03-03 14:32:37,2023-03-05,2023-03-08 14:32:37,delivered
ORD000001852,Shadowfax,2023-10-31 04:31:29,2023-11-01,2023-11-04 04:31:29,delivered
